DA_CAN_RESTR_FLAG,DA_CAN_RESTR_KEY,DA_CAN_RESTR_REMARK,DA_CAN_RESTR_TYPE,DA_FREE_RESTR_FLAG,DA_FREE_RESTR_KEY,DA_FREE_RESTR_REMARK,PARENT_STATUS_NUMBER,RESTRICTION_TYPE
,02,,01,,,,0908759,CANNED
,03,,02,,,,0908759,CANNED
,,,,P,01,THIS WELL MUST COMPLY TO THE NEW SWR 3.13 REQUIREMENTS CONCERNING THE,0908759,FREE_FORM
,,,,P,02,ISOLATION OF ANY POTENTIAL FLOW ZONES AND ZONES WITH CORROSIVE FORMATI,0908759,FREE_FORM
,,,,P,03,ON FLUIDS.  SEE APPROVED PERMIT FOR THOSE FORMATIONS THAT HAVE BEEN ID,0908759,FREE_FORM
,,,,P,04,ENTIFIED FOR THE COUNTY IN WHICH YOU ARE DRILLING THE WELL IN.,0908759,FREE_FORM
,02,,01,,,,0908704,CANNED
,03,,02,,,,0908704,CANNED
,,,,P,01,THIS WELL MUST COMPLY TO THE NEW SWR 3.13 REQUIREMENTS CONCERNING THE,0908704,FREE_FORM
,,,,P,02,ISOLATION OF ANY POTENTIAL FLOW ZONES AND ZONES WITH CORROSIVE FORMATI,0908704,FREE_FORM
,,,,P,03,ON FLUIDS.  SEE APPROVED PERMIT FOR THOSE FORMATIONS THAT HAVE BEEN ID,0908704,FREE_FORM
,,,,P,04,ENTIFIED FOR THE COUNTY IN WHICH YOU ARE DRILLING THE WELL IN.,0908704,FREE_FORM
,02,,01,,,,0908783,CANNED
,,,,P,01,THIS WELL MUST COMPLY TO THE NEW SWR 3.13 REQUIREMENTS CONCERNING THE,0908783,FREE_FORM
,,,,P,02,ISOLATION OF ANY POTENTIAL FLOW ZONES AND ZONES WITH CORROSIVE FORMATI,0908783,FREE_FORM
,,,,P,03,ON FLUIDS.  SEE APPROVED PERMIT FOR THOSE FORMATIONS THAT HAVE BEEN ID,0908783,FREE_FORM
,,,,P,04,ENTIFIED FOR THE COUNTY IN WHICH YOU ARE DRILLING THE WELL IN.,0908783,FREE_FORM
,,,,P,05,THE GROUNDWATER DETERMINATION IS KNOWN IN THIS AREA PLEASE USE THE EXI,0908783,FREE_FORM
,,,,P,06,STING DETERMINATION LETTER  GAU# 176782.  THERE IS NO REQUIREMENT TO O,0908783,FREE_FORM
,,,,P,07,RDER A DETERMINATION WITHIN THESE DESIGNATED ABSTRACTS AND NO REFUNDS,0908783,FREE_FORM
,,,,P,08,WILL BE GIVEN SHOULD YOU CHOOSE TO PLACE AN ORDER.,0908783,FREE_FORM
,02,,01,,,,0908340,CANNED
,,,,P,01,THIS WELL MUST COMPLY TO THE NEW SWR 3.13 REQUIREMENTS CONCERNING THE,0908340,FREE_FORM
,,,,P,02,ISOLATION OF ANY POTENTIAL FLOW ZONES AND ZONES WITH CORROSIVE FORMATI,0908340,FREE_FORM
,,,,P,03,ON FLUIDS.  SEE APPROVED PERMIT FOR THOSE FORMATIONS THAT HAVE BEEN ID,0908340,FREE_FORM
,,,,P,04,ENTIFIED FOR THE COUNTY IN WHICH YOU ARE DRILLING THE WELL IN.,0908340,FREE_FORM
,,,,F,05,LATERAL # TH1,0908340,FREE_FORM
,,,,F,06,PENETRATION POINT LOCATION,0908340,FREE_FORM
,,,,F,07,LEASE LINES:     002816.00 FE            L,0908340,FREE_FORM
,,,,F,08,003950.00 FS            L,0908340,FREE_FORM
,,,,F,09,TERMINUS LOCATION,0908340,FREE_FORM
,,,,F,10,BH COUNTY: 459,0908340,FREE_FORM
,,,,F,11,SECTION:         BLOCK:           ABSTRACT: 27,0908340,FREE_FORM
,,,,F,12,"SURVEY NAME:     BARNSTABLE, W",0908340,FREE_FORM
,,,,F,13,LEASE LINES:     001196.00 FW            L,0908340,FREE_FORM
,,,,F,14,004260.00 FN            L,0908340,FREE_FORM
,,,,F,15,SURVEY LINES:    001064.00 FS            L,0908340,FREE_FORM
,,,,F,16,001409.00 FE            L,0908340,FREE_FORM
,02,,01,,,,0908640,CANNED
,,,,P,01,THIS WELL MUST COMPLY TO THE NEW SWR 3.13 REQUIREMENTS CONCERNING THE,0908640,FREE_FORM
,,,,P,02,ISOLATION OF ANY POTENTIAL FLOW ZONES AND ZONES WITH CORROSIVE FORMATI,0908640,FREE_FORM
,,,,P,03,ON FLUIDS.  SEE APPROVED PERMIT FOR THOSE FORMATIONS THAT HAVE BEEN ID,0908640,FREE_FORM
,,,,P,04,ENTIFIED FOR THE COUNTY IN WHICH YOU ARE DRILLING THE WELL IN.,0908640,FREE_FORM
,,,,F,05,LATERAL # TH1,0908640,FREE_FORM
,,,,F,06,PENETRATION POINT LOCATION,0908640,FREE_FORM
,,,,F,07,LEASE LINES:     000100.00 FSOUTH        L,0908640,FREE_FORM
,,,,F,08,000330.00 FWEST         L,0908640,FREE_FORM
,,,,F,09,TERMINUS LOCATION,0908640,FREE_FORM
,,,,F,10,BH COUNTY: 459,0908640,FREE_FORM
,,,,F,11,SECTION:         BLOCK:           ABSTRACT: 555,0908640,FREE_FORM
,,,,F,12,"SURVEY NAME:     WILLIAMS, W",0908640,FREE_FORM
,,,,F,13,LEASE LINES:     000050.00 FNORTH        L,0908640,FREE_FORM
,,,,F,14,000331.00 FWEST         L,0908640,FREE_FORM
,,,,F,15,SURVEY LINES:    000050.00 FNORTH        L,0908640,FREE_FORM
,,,,F,16,002313.00 FEAST         L,0908640,FREE_FORM
,02,,01,,,,0908643,CANNED
,,,,P,01,THIS WELL MUST COMPLY TO THE NEW SWR 3.13 REQUIREMENTS CONCERNING THE,0908643,FREE_FORM
,,,,P,02,ISOLATION OF ANY POTENTIAL FLOW ZONES AND ZONES WITH CORROSIVE FORMATI,0908643,FREE_FORM
,,,,P,03,ON FLUIDS.  SEE APPROVED PERMIT FOR THOSE FORMATIONS THAT HAVE BEEN ID,0908643,FREE_FORM
,,,,P,04,ENTIFIED FOR THE COUNTY IN WHICH YOU ARE DRILLING THE WELL IN.,0908643,FREE_FORM
,,,,F,05,LATERAL # TH1,0908643,FREE_FORM
,,,,F,06,PENETRATION POINT LOCATION,0908643,FREE_FORM
,,,,F,07,LEASE LINES:     000100.00 FSOUTH        L,0908643,FREE_FORM
,,,,F,08,000330.00 FEAST         L,0908643,FREE_FORM
,,,,F,09,TERMINUS LOCATION,0908643,FREE_FORM
,,,,F,10,BH COUNTY: 459,0908643,FREE_FORM
,,,,F,11,SECTION:         BLOCK:           ABSTRACT: 555,0908643,FREE_FORM
,,,,F,12,"SURVEY NAME:     WILLIAMS, W",0908643,FREE_FORM
,,,,F,13,LEASE LINES:     000598.00 FNORTH        L,0908643,FREE_FORM
,,,,F,14,000330.00 FEAST         L,0908643,FREE_FORM
,,,,F,15,SURVEY LINES:    000598.00 FNORTH        L,0908643,FREE_FORM
,,,,F,16,000330.00 FEAST         L,0908643,FREE_FORM
,02,,01,,,,0908260,CANNED
,03,,06,,,,0908260,CANNED
,,,,P,01,THIS WELL MUST COMPLY TO THE NEW SWR 3.13 REQUIREMENTS CONCERNING THE,0908260,FREE_FORM
,,,,P,02,ISOLATION OF ANY POTENTIAL FLOW ZONES AND ZONES WITH CORROSIVE FORMATI,0908260,FREE_FORM
,,,,P,03,ON FLUIDS.  SEE APPROVED PERMIT FOR THOSE FORMATIONS THAT HAVE BEEN ID,0908260,FREE_FORM
,,,,P,04,ENTIFIED FOR THE COUNTY IN WHICH YOU ARE DRILLING THE WELL IN.,0908260,FREE_FORM
,,,,F,05,LATERAL # TH1,0908260,FREE_FORM
,,,,F,06,PENETRATION POINT LOCATION,0908260,FREE_FORM
,,,,F,07,LEASE LINES:     000050.00 FNORTH        L,0908260,FREE_FORM
,,,,F,08,000513.00 FEAST         L,0908260,FREE_FORM
,,,,F,09,TERMINUS LOCATION,0908260,FREE_FORM
,,,,F,10,BH COUNTY: 461,0908260,FREE_FORM
,,,,F,11,SECTION: 42      BLOCK: 37 T5S    ABSTRACT: 638,0908260,FREE_FORM
,,,,F,12,"SURVEY NAME:     T&P RR CO/DAVIDSON, J",0908260,FREE_FORM
,,,,F,13,LEASE LINES:     000050.00 FSOUTH        L,0908260,FREE_FORM
,,,,F,14,000505.00 FEAST         L,0908260,FREE_FORM
,,,,F,15,SURVEY LINES:    002606.00 FNORTH        L,0908260,FREE_FORM
,,,,F,16,000825.00 FWEST         L,0908260,FREE_FORM
,02,,01,,,,0908258,CANNED
,03,,06,,,,0908258,CANNED
,,,,P,01,THIS WELL MUST COMPLY TO THE NEW SWR 3.13 REQUIREMENTS CONCERNING THE,0908258,FREE_FORM
,,,,P,02,ISOLATION OF ANY POTENTIAL FLOW ZONES AND ZONES WITH CORROSIVE FORMATI,0908258,FREE_FORM
,,,,P,03,ON FLUIDS.  SEE APPROVED PERMIT FOR THOSE FORMATIONS THAT HAVE BEEN ID,0908258,FREE_FORM
,,,,P,04,ENTIFIED FOR THE COUNTY IN WHICH YOU ARE DRILLING THE WELL IN.,0908258,FREE_FORM
,,,,F,05,LATERAL # TH1,0908258,FREE_FORM
,,,,F,06,PENETRATION POINT LOCATION,0908258,FREE_FORM
,,,,F,07,LEASE LINES:     000050.00 FNORTH        L,0908258,FREE_FORM
,,,,F,08,000550.00 FWEST         L,0908258,FREE_FORM
,,,,F,09,TERMINUS LOCATION,0908258,FREE_FORM
,,,,F,10,BH COUNTY: 461,0908258,FREE_FORM
,,,,F,11,SECTION: 42      BLOCK: 37 T5S    ABSTRACT: 638,0908258,FREE_FORM
,,,,F,12,"SURVEY NAME:     T&P RR CO/DAVIDSON, J",0908258,FREE_FORM
,,,,F,13,LEASE LINES:     000050.00 FSOUTH        L,0908258,FREE_FORM
,,,,F,14,000550.00 FWEST         L,0908258,FREE_FORM
,,,,F,15,SURVEY LINES:    002606.00 FNORTH        L,0908258,FREE_FORM
,,,,F,16,000550.00 FWEST         L,0908258,FREE_FORM
,02,,01,,,,0908259,CANNED
,03,,06,,,,0908259,CANNED
,,,,P,01,THIS WELL MUST COMPLY TO THE NEW SWR 3.13 REQUIREMENTS CONCERNING THE,0908259,FREE_FORM
,,,,P,02,ISOLATION OF ANY POTENTIAL FLOW ZONES AND ZONES WITH CORROSIVE FORMATI,0908259,FREE_FORM
,,,,P,03,ON FLUIDS.  SEE APPROVED PERMIT FOR THOSE FORMATIONS THAT HAVE BEEN ID,0908259,FREE_FORM
,,,,P,04,ENTIFIED FOR THE COUNTY IN WHICH YOU ARE DRILLING THE WELL IN.,0908259,FREE_FORM
,,,,F,05,LATERAL # TH1,0908259,FREE_FORM
,,,,F,06,PENETRATION POINT LOCATION,0908259,FREE_FORM
,,,,F,07,LEASE LINES:     000050.00 FNORTH        L,0908259,FREE_FORM
,,,,F,08,000550.00 FWEST         L,0908259,FREE_FORM
,,,,F,09,TERMINUS LOCATION,0908259,FREE_FORM
,,,,F,10,BH COUNTY: 461,0908259,FREE_FORM
,,,,F,11,SECTION: 42      BLOCK: 37 T5S    ABSTRACT: 638,0908259,FREE_FORM
,,,,F,12,"SURVEY NAME:     T&P RR CO/DAVIDSON, J",0908259,FREE_FORM
,,,,F,13,LEASE LINES:     000050.00 FSOUTH        L,0908259,FREE_FORM
,,,,F,14,000550.00 FWEST         L,0908259,FREE_FORM
,,,,F,15,SURVEY LINES:    002606.00 FNORTH        L,0908259,FREE_FORM
,,,,F,16,000550.00 FWEST         L,0908259,FREE_FORM
,02,,01,,,,0908261,CANNED
,03,,06,,,,0908261,CANNED
,,,,P,01,THIS WELL MUST COMPLY TO THE NEW SWR 3.13 REQUIREMENTS CONCERNING THE,0908261,FREE_FORM
,,,,P,02,ISOLATION OF ANY POTENTIAL FLOW ZONES AND ZONES WITH CORROSIVE FORMATI,0908261,FREE_FORM
,,,,P,03,ON FLUIDS.  SEE APPROVED PERMIT FOR THOSE FORMATIONS THAT HAVE BEEN ID,0908261,FREE_FORM
,,,,P,04,ENTIFIED FOR THE COUNTY IN WHICH YOU ARE DRILLING THE WELL IN.,0908261,FREE_FORM
,,,,F,05,LATERAL # TH1,0908261,FREE_FORM
,,,,F,06,PENETRATION POINT LOCATION,0908261,FREE_FORM
,,,,F,07,LEASE LINES:     000050.00 FNORTH        L,0908261,FREE_FORM
,,,,F,08,000092.00 FWEST         L,0908261,FREE_FORM
,,,,F,09,TERMINUS LOCATION,0908261,FREE_FORM
,,,,F,10,BH COUNTY: 461,0908261,FREE_FORM
,,,,F,11,SECTION: 42      BLOCK: 37 T5S    ABSTRACT: 638,0908261,FREE_FORM
,,,,F,12,"SURVEY NAME:     T&P RR CO/DAVIDSON, J",0908261,FREE_FORM
,,,,F,13,LEASE LINES:     000050.00 FSOUTH        L,0908261,FREE_FORM
,,,,F,14,000100.00 FWEST         L,0908261,FREE_FORM
,,,,F,15,SURVEY LINES:    002607.00 FNORTH        L,0908261,FREE_FORM
,,,,F,16,001430.00 FWEST         L,0908261,FREE_FORM
,02,,01,,,,0908262,CANNED
,03,,06,,,,0908262,CANNED
,,,,P,01,THIS WELL MUST COMPLY TO THE NEW SWR 3.13 REQUIREMENTS CONCERNING THE,0908262,FREE_FORM
,,,,P,02,ISOLATION OF ANY POTENTIAL FLOW ZONES AND ZONES WITH CORROSIVE FORMATI,0908262,FREE_FORM
,,,,P,03,ON FLUIDS.  SEE APPROVED PERMIT FOR THOSE FORMATIONS THAT HAVE BEEN ID,0908262,FREE_FORM
,,,,P,04,ENTIFIED FOR THE COUNTY IN WHICH YOU ARE DRILLING THE WELL IN.,0908262,FREE_FORM
,,,,F,05,LATERAL # TH1,0908262,FREE_FORM
,,,,F,06,PENETRATION POINT LOCATION,0908262,FREE_FORM
,,,,F,07,LEASE LINES:     000050.00 FNORTH        L,0908262,FREE_FORM
,,,,F,08,000092.00 FWEST         L,0908262,FREE_FORM
,,,,F,09,TERMINUS LOCATION,0908262,FREE_FORM
,,,,F,10,BH COUNTY: 461,0908262,FREE_FORM
,,,,F,11,SECTION: 42      BLOCK: 37 T5S    ABSTRACT: 638,0908262,FREE_FORM
,,,,F,12,"SURVEY NAME:     T&P RR CO/DAVIDSON, J",0908262,FREE_FORM
,,,,F,13,LEASE LINES:     000050.00 FSOUTH        L,0908262,FREE_FORM
,,,,F,14,000100.00 FWEST         L,0908262,FREE_FORM
,,,,F,15,SURVEY LINES:    002607.00 FNORTH        L,0908262,FREE_FORM
,,,,F,16,001430.00 FWEST         L,0908262,FREE_FORM
,02,,01,,,,0908263,CANNED
,03,,06,,,,0908263,CANNED
,,,,P,01,THIS WELL MUST COMPLY TO THE NEW SWR 3.13 REQUIREMENTS CONCERNING THE,0908263,FREE_FORM
,,,,P,02,ISOLATION OF ANY POTENTIAL FLOW ZONES AND ZONES WITH CORROSIVE FORMATI,0908263,FREE_FORM
,,,,P,03,ON FLUIDS.  SEE APPROVED PERMIT FOR THOSE FORMATIONS THAT HAVE BEEN ID,0908263,FREE_FORM
,,,,P,04,ENTIFIED FOR THE COUNTY IN WHICH YOU ARE DRILLING THE WELL IN.,0908263,FREE_FORM
,,,,F,05,LATERAL # TH1,0908263,FREE_FORM
,,,,F,06,PENETRATION POINT LOCATION,0908263,FREE_FORM
,,,,F,07,LEASE LINES:     000050.00 FNORTH        L,0908263,FREE_FORM
,,,,F,08,000586.00 FEAST         L,0908263,FREE_FORM
,,,,F,09,TERMINUS LOCATION,0908263,FREE_FORM
,,,,F,10,BH COUNTY: 461,0908263,FREE_FORM
,,,,F,11,SECTION: 42      BLOCK: 37 T5S    ABSTRACT: 638,0908263,FREE_FORM
,,,,F,12,"SURVEY NAME:     T&P RR CO/DAVIDSON, J",0908263,FREE_FORM
,,,,F,13,LEASE LINES:     000050.00 FSOUTH        L,0908263,FREE_FORM
,,,,F,14,000570.00 FEAST         L,0908263,FREE_FORM
,,,,F,15,SURVEY LINES:    002607.00 FNORTH        L,0908263,FREE_FORM
,,,,F,16,002090.00 FWEST         L,0908263,FREE_FORM
,02,,01,,,,0908264,CANNED
,03,,06,,,,0908264,CANNED
,,,,P,01,THIS WELL MUST COMPLY TO THE NEW SWR 3.13 REQUIREMENTS CONCERNING THE,0908264,FREE_FORM
,,,,P,02,ISOLATION OF ANY POTENTIAL FLOW ZONES AND ZONES WITH CORROSIVE FORMATI,0908264,FREE_FORM
,,,,P,03,ON FLUIDS.  SEE APPROVED PERMIT FOR THOSE FORMATIONS THAT HAVE BEEN ID,0908264,FREE_FORM
,,,,P,04,ENTIFIED FOR THE COUNTY IN WHICH YOU ARE DRILLING THE WELL IN.,0908264,FREE_FORM
,,,,F,05,LATERAL # TH1,0908264,FREE_FORM
,,,,F,06,PENETRATION POINT LOCATION,0908264,FREE_FORM
,,,,F,07,LEASE LINES:     000050.00 FNORTH        L,0908264,FREE_FORM
,,,,F,08,000403.00 FEAST         L,0908264,FREE_FORM
,,,,F,09,TERMINUS LOCATION,0908264,FREE_FORM
,,,,F,10,BH COUNTY: 461,0908264,FREE_FORM
,,,,F,11,SECTION: 19      BLOCK: 37 T5S    ABSTRACT: 638,0908264,FREE_FORM
,,,,F,12,SURVEY NAME:     T&P RR CO,0908264,FREE_FORM
,,,,F,13,LEASE LINES:     000050.00 FSOUTH        L,0908264,FREE_FORM
,,,,F,14,000387.00 FEAST         L,0908264,FREE_FORM
,,,,F,15,SURVEY LINES:    002607.00 FNORTH        L,0908264,FREE_FORM
,,,,F,16,002273.00 FWEST         L,0908264,FREE_FORM
,02,,01,,,,0908265,CANNED
,03,,06,,,,0908265,CANNED
,,,,P,01,THIS WELL MUST COMPLY TO THE NEW SWR 3.13 REQUIREMENTS CONCERNING THE,0908265,FREE_FORM
,,,,P,02,ISOLATION OF ANY POTENTIAL FLOW ZONES AND ZONES WITH CORROSIVE FORMATI,0908265,FREE_FORM
,,,,P,03,ON FLUIDS.  SEE APPROVED PERMIT FOR THOSE FORMATIONS THAT HAVE BEEN ID,0908265,FREE_FORM
,,,,P,04,ENTIFIED FOR THE COUNTY IN WHICH YOU ARE DRILLING THE WELL IN.,0908265,FREE_FORM
,,,,F,05,LATERAL # TH1,0908265,FREE_FORM
,,,,F,06,PENETRATION POINT LOCATION,0908265,FREE_FORM
,,,,F,07,LEASE LINES:     000050.00 FNORTH        L,0908265,FREE_FORM
,,,,F,08,000403.00 FEAST         L,0908265,FREE_FORM
,,,,F,09,TERMINUS LOCATION,0908265,FREE_FORM
,,,,F,10,BH COUNTY: 461,0908265,FREE_FORM
,,,,F,11,SECTION: 42      BLOCK: 37 T5S    ABSTRACT: 638,0908265,FREE_FORM
,,,,F,12,"SURVEY NAME:     T&P RR CO/DAVIDSON, J",0908265,FREE_FORM
,,,,F,13,LEASE LINES:     000050.00 FSOUTH        L,0908265,FREE_FORM
,,,,F,14,000387.00 FEAST         L,0908265,FREE_FORM
,,,,F,15,SURVEY LINES:    002607.00 FNORTH        L,0908265,FREE_FORM
,,,,F,16,002273.00 FWEST         L,0908265,FREE_FORM
,02,,01,,,,0907180,CANNED
,,,,F,01,"IF THIS WELL IS DRILLED AND COMPLETED, THEN ACREAGE FROM EXISTING WELL",0907180,FREE_FORM
,,,,F,02,S WILL NEED TO BE REASSIGNED IN ORDER TO BRING THE LEASE/UNIT INTO COM,0907180,FREE_FORM
,,,,,03,PLIANCE.,0907180,FREE_FORM
,,,,F,04,LATERAL # TH1,0907180,FREE_FORM
,,,,F,05,PENETRATION POINT LOCATION,0907180,FREE_FORM
,,,,F,06,LEASE LINES:     000380.00 FW            L,0907180,FREE_FORM
,,,,F,07,000001.00 FS            L,0907180,FREE_FORM
,,,,F,08,TERMINUS LOCATION,0907180,FREE_FORM
,,,,F,09,BH COUNTY: 461,0907180,FREE_FORM
,,,,F,10,SECTION: 45      BLOCK: 40 T4S    ABSTRACT: 450,0907180,FREE_FORM
,,,,F,11,SURVEY NAME:     T&P RR CO,0907180,FREE_FORM
,,,,F,12,LEASE LINES:     000368.00 FW            L,0907180,FREE_FORM
,,,,F,13,000050.00 FN            L,0907180,FREE_FORM
,,,,F,14,SURVEY LINES:    002287.00 FE            L,0907180,FREE_FORM
,,,,F,15,000050.00 FN            L,0907180,FREE_FORM
,,,,F,16,LATERAL # TH1,0907180,FREE_FORM
,,,,F,17,PENETRATION POINT LOCATION,0907180,FREE_FORM
,,,,F,18,LEASE LINES:     002357.00 FE            L,0907180,FREE_FORM
,,,,F,19,000260.00 FN            L,0907180,FREE_FORM
,,,,F,20,TERMINUS LOCATION,0907180,FREE_FORM
,,,,F,21,BH COUNTY: 461,0907180,FREE_FORM
,,,,F,22,SECTION: 45      BLOCK: 40 T4S    ABSTRACT: 450,0907180,FREE_FORM
,,,,F,23,SURVEY NAME:     T&P RR CO,0907180,FREE_FORM
,,,,F,24,LEASE LINES:     000368.00 FW            L,0907180,FREE_FORM
,,,,F,25,000050.00 FN            L,0907180,FREE_FORM
,,,,F,26,SURVEY LINES:    002287.00 FE            L,0907180,FREE_FORM
,,,,F,27,000050.00 FN            L,0907180,FREE_FORM
,02,,01,,,,0907127,CANNED
,,,,P,01,THIS WELL MUST COMPLY TO THE NEW SWR 3.13 REQUIREMENTS CONCERNING THE,0907127,FREE_FORM
,,,,P,02,ISOLATION OF ANY POTENTIAL FLOW ZONES AND ZONES WITH CORROSIVE FORMATI,0907127,FREE_FORM
,,,,P,03,ON FLUIDS.  SEE APPROVED PERMIT FOR THOSE FORMATIONS THAT HAVE BEEN ID,0907127,FREE_FORM
,,,,P,04,ENTIFIED FOR THE COUNTY IN WHICH YOU ARE DRILLING THE WELL IN.,0907127,FREE_FORM
,,,,F,05,LATERAL # TH1,0907127,FREE_FORM
,,,,F,06,PENETRATION POINT LOCATION,0907127,FREE_FORM
,,,,F,07,LEASE LINES:     000990.00 FW            L,0907127,FREE_FORM
,,,,F,08,000001.00 FS            L,0907127,FREE_FORM
,,,,F,09,TERMINUS LOCATION,0907127,FREE_FORM
,,,,F,10,BH COUNTY: 461,0907127,FREE_FORM
,,,,F,11,SECTION: 4       BLOCK: 40 T5S    ABSTRACT: 1399,0907127,FREE_FORM
,,,,F,12,"SURVEY NAME:     T&P RR CO / ERIKSEN, MRS M A",0907127,FREE_FORM
,,,,F,13,LEASE LINES:     000990.00 FW            L,0907127,FREE_FORM
,,,,F,14,000050.00 FN            L,0907127,FREE_FORM
,,,,F,15,SURVEY LINES:    000990.00 FW            L,0907127,FREE_FORM
,,,,F,16,000050.00 FN            L,0907127,FREE_FORM
,,,,F,17,LATERAL # TH1,0907127,FREE_FORM
,,,,F,18,PENETRATION POINT LOCATION,0907127,FREE_FORM
,,,,F,19,LEASE LINES:     000990.00 FW            L,0907127,FREE_FORM
,,,,F,20,000260.00 FN            L,0907127,FREE_FORM
,,,,F,21,TERMINUS LOCATION,0907127,FREE_FORM
,,,,F,22,BH COUNTY: 461,0907127,FREE_FORM
,,,,F,23,SECTION: 4       BLOCK: 40 T5S    ABSTRACT: 1399,0907127,FREE_FORM
,,,,F,24,"SURVEY NAME:     T&P RR CO / ERIKSEN, MRS M A",0907127,FREE_FORM
,,,,F,25,LEASE LINES:     000990.00 FW            L,0907127,FREE_FORM
,,,,F,26,000050.00 FN            L,0907127,FREE_FORM
,,,,F,27,SURVEY LINES:    000990.00 FW            L,0907127,FREE_FORM
,,,,F,28,000050.00 FN            L,0907127,FREE_FORM
,02,,01,,,,0903624,CANNED
,,,,P,01,THIS WELL MUST COMPLY TO THE NEW SWR 3.13 REQUIREMENTS CONCERNING THE,0903624,FREE_FORM
,,,,P,02,ISOLATION OF ANY POTENTIAL FLOW ZONES AND ZONES WITH CORROSIVE FORMATI,0903624,FREE_FORM
,,,,P,03,ON FLUIDS.  SEE APPROVED PERMIT FOR THOSE FORMATIONS THAT HAVE BEEN ID,0903624,FREE_FORM
,,,,P,04,ENTIFIED FOR THE COUNTY IN WHICH YOU ARE DRILLING THE WELL IN.,0903624,FREE_FORM
,,,,F,05,LATERAL # TH1,0903624,FREE_FORM
,,,,F,06,PENETRATION POINT LOCATION,0903624,FREE_FORM
,,,,F,07,LEASE LINES:     000500.00 FNORTH        L,0903624,FREE_FORM
,,,,F,08,002310.00 FEAST         L,0903624,FREE_FORM
,,,,F,09,TERMINUS LOCATION,0903624,FREE_FORM
,,,,F,10,BH COUNTY: 461,0903624,FREE_FORM
,,,,F,11,SECTION: 3       BLOCK: 42 T5S    ABSTRACT: 519,0903624,FREE_FORM
,,,,F,12,SURVEY NAME:     T&P RR CO,0903624,FREE_FORM
,,,,F,13,LEASE LINES:     000100.00 FNORTH        L,0903624,FREE_FORM
,,,,F,14,002310.00 FEAST         L,0903624,FREE_FORM
,,,,F,15,SURVEY LINES:    000100.00 FNORTH        L,0903624,FREE_FORM
,,,,F,16,002310.00 FEAST         L,0903624,FREE_FORM
,02,,01,,,,0903623,CANNED
,,,,P,01,THIS WELL MUST COMPLY TO THE NEW SWR 3.13 REQUIREMENTS CONCERNING THE,0903623,FREE_FORM
,,,,P,02,ISOLATION OF ANY POTENTIAL FLOW ZONES AND ZONES WITH CORROSIVE FORMATI,0903623,FREE_FORM
,,,,P,03,ON FLUIDS.  SEE APPROVED PERMIT FOR THOSE FORMATIONS THAT HAVE BEEN ID,0903623,FREE_FORM
,,,,P,04,ENTIFIED FOR THE COUNTY IN WHICH YOU ARE DRILLING THE WELL IN.,0903623,FREE_FORM
,,,,F,05,LATERAL # TH1,0903623,FREE_FORM
,,,,F,06,PENETRATION POINT LOCATION,0903623,FREE_FORM
,,,,F,07,LEASE LINES:     000500.00 FNORTH        L,0903623,FREE_FORM
,,,,F,08,002320.00 FEAST         L,0903623,FREE_FORM
,,,,F,09,TERMINUS LOCATION,0903623,FREE_FORM
,,,,F,10,BH COUNTY: 461,0903623,FREE_FORM
,,,,F,11,SECTION: 3       BLOCK: 42 T5S    ABSTRACT: 519,0903623,FREE_FORM
,,,,F,12,SURVEY NAME:     T&P RR CO,0903623,FREE_FORM
,,,,F,13,LEASE LINES:     000100.00 FNORTH        L,0903623,FREE_FORM
,,,,F,14,002320.00 FEAST         L,0903623,FREE_FORM
,,,,F,15,SURVEY LINES:    000100.00 FNORTH        L,0903623,FREE_FORM
,,,,F,16,002320.00 FEAST         L,0903623,FREE_FORM
,02,,01,,,,0903625,CANNED
,,,,P,01,THIS WELL MUST COMPLY TO THE NEW SWR 3.13 REQUIREMENTS CONCERNING THE,0903625,FREE_FORM
,,,,P,02,ISOLATION OF ANY POTENTIAL FLOW ZONES AND ZONES WITH CORROSIVE FORMATI,0903625,FREE_FORM
,,,,P,03,ON FLUIDS.  SEE APPROVED PERMIT FOR THOSE FORMATIONS THAT HAVE BEEN ID,0903625,FREE_FORM
,,,,P,04,ENTIFIED FOR THE COUNTY IN WHICH YOU ARE DRILLING THE WELL IN.,0903625,FREE_FORM
,,,,F,05,LATERAL # TH1,0903625,FREE_FORM
,,,,F,06,PENETRATION POINT LOCATION,0903625,FREE_FORM
,,,,F,07,LEASE LINES:     000500.00 FNORTH        L,0903625,FREE_FORM
,,,,F,08,001650.00 FEAST         L,0903625,FREE_FORM
,,,,F,09,TERMINUS LOCATION,0903625,FREE_FORM
,,,,F,10,BH COUNTY: 461,0903625,FREE_FORM
,,,,F,11,SECTION: 3       BLOCK: 42 T5S    ABSTRACT: 519,0903625,FREE_FORM
,,,,F,12,SURVEY NAME:     T&P RR CO,0903625,FREE_FORM
,,,,F,13,LEASE LINES:     000100.00 FNORTH        L,0903625,FREE_FORM
,,,,F,14,001650.00 FEAST         L,0903625,FREE_FORM
,,,,F,15,SURVEY LINES:    000100.00 FNORTH        L,0903625,FREE_FORM
,,,,F,16,001650.00 FEAST         L,0903625,FREE_FORM
,02,,01,,,,0903621,CANNED
,,,,P,01,THIS WELL MUST COMPLY TO THE NEW SWR 3.13 REQUIREMENTS CONCERNING THE,0903621,FREE_FORM
